id_aerogenerateur;nom_eolienne;id_parc;code_insee;nom_commune;code_dept;code_reg;puissance;hauteur_totale;hauteur_mat_nacelle;diametre_rotor;cote_ngf;periode_allumage;type_feu;constructeur;reference_modele;x_aerogenerateur;y_aerogenerateur;epsg;libelle;date_maj
0005107442_E1;;0005107442;62733;SAILLY-AU-BOIS;62;32;2.35;125.00;84.00;82.00;136.000;Jour et Nuit;Feux à éclats;ENERCON;E-82;672048.0;7001763.0;2154;Lambert-93;2024-10-23
0005107442_E2;;0005107442;80203;COLINCAMPS;80;32;2.35;125.00;84.00;82.00;139.000;Jour et Nuit;Feux à éclats;ENERCON;E-82;672429.0;7001338.0;2154;Lambert-93;2024-10-23
0005107442_E3;;0005107442;80203;COLINCAMPS;80;32;2.35;125.00;84.00;82.00;142.000;Jour et Nuit;Feux à éclats;ENERCON;E-82;673227.0;7001114.0;2154;Lambert-93;2024-10-23
0010011876_E1;81596_E1;0010011876;18237;STE THORETTE;18;24;2.50;150.00;100.00;100.00;129.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;640729.56;6666941.5;2154;Lambert-93;2024-10-23
0010011876_E2;81597_E2;0010011876;18237;STE THORETTE;18;24;2.50;150.00;100.00;100.00;129.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;640923.44;6666701.0;2154;Lambert-93;2024-10-23
0010011876_E4;81599_E4;0010011876;18237;STE THORETTE;18;24;2.50;150.00;100.00;100.00;122.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;641596.44;6665899.0;2154;Lambert-93;2024-10-23
0010011876_E3;81598_E3;0010011876;18237;STE THORETTE;18;24;2.50;150.00;100.00;100.00;126.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;641316.4;6666223.5;2154;Lambert-93;2024-10-23
0005517930_E1;;0005517930;22158;GUERLEDAN;22;53;2.30;99.50;66.50;71.00;182.500;Jour et Nuit;Feux à éclats;ENERCON;E-70 E4;261350.0;6804958.0;2154;Lambert-93;2024-10-23
0100017119_E1;E1;0100017119;85061;CHATEAU-GUIBERT;85;52;4.20;180.00;116.00;136.00;50.000;Jour et Nuit;Feux à éclats;VESTAS;V136-4.2MW;376891.0;6618059.0;2154;Lambert-93;2024-10-23
0100017119_E2;E2;0100017119;85061;CHATEAU-GUIBERT;85;52;4.20;180.00;116.00;136.00;52.000;Jour et Nuit;Feux à éclats;VESTAS;V136-4.2MW;377260.0;6618215.0;2154;Lambert-93;2024-10-23
0005403241_E1;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;545.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;821673.8;6696586.0;2154;Lambert-93;2023-07-21
0005403241_E2;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;547.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;821795.1;6696183.0;2154;Lambert-93;2023-07-21
0005403241_E3;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;549.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;822565.3;6695791.0;2154;Lambert-93;2023-07-21
0005403241_E4;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;538.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;822681.94;6695395.5;2154;Lambert-93;2023-07-21
0005403241_E5;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;542.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;823101.94;6695320.5;2154;Lambert-93;2023-07-21
0005403241_E6;;0005403241;21377;MARCELLOIS;21;27;1.80;130.00;80.00;100.00;539.000;Jour et Nuit;Feux à éclats;VESTAS;V100-1.8MW;823226.8;6694919.5;2154;Lambert-93;2023-07-21
0100017119_E3;E3;0100017119;85175;LES PINEAUX;85;52;4.20;180.00;116.00;136.00;57.000;Jour et Nuit;Feux à éclats;VESTAS;V136-4.2MW;378124.0;6618711.0;2154;Lambert-93;2024-10-23
0003012415_E1;E1;0003012415;08306;MONT-LAURENT;08;44;3.00;165.00;101.00;131.00;150.000;Jour et Nuit;Feux à éclats;NORDEX;N131/3000;806345.0;6929823.0;2154;Lambert-93;2024-10-23
0003012415_E2;E2;0003012415;08306;MONT-LAURENT;08;44;3.00;165.00;101.00;131.00;151.000;Jour et Nuit;Feux à éclats;NORDEX;N131/3000;807030.0;6929888.0;2154;Lambert-93;2024-10-23
0005425808_E3;0005425808_E4;0005425808;89290;PASILLY;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;780188.0;6734435.0;2154;Lambert-93;2024-10-25
0005425808_E4;0005425808_E5;0005425808;89290;PASILLY;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;780025.75;6734732.0;2154;Lambert-93;2024-10-25
0005425808_E8;0005425808_E10;0005425808;89271;MOULINS EN TONNERROIS;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;778932.06;6736044.0;2154;Lambert-93;2024-10-25
0005425808_E9;0005425808_E11;0005425808;89271;MOULINS EN TONNERROIS;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;778759.8;6736251.5;2154;Lambert-93;2024-10-25
0005425808_E10;0005425808_E12;0005425808;89271;MOULINS EN TONNERROIS;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;778574.4;6736494.5;2154;Lambert-93;2024-10-25
0005425808_E1;0005425808_E2;0005425808;89290;PASILLY;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;779784.06;6733688.5;2154;Lambert-93;2024-10-25
0005425808_E7;0005425808_E8;0005425808;89271;MOULINS EN TONNERROIS;89;27;2.00;138.50;90.00;97.00;299.000;Jour et Nuit;Feux fixes;SGRE;G97-2MW;779586.56;6735712.5;2154;Lambert-93;2024-10-25
0100057797_E2;E2;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;267.000;Nuit;Feux à éclats;GE;6.0-164;803409.9;6742250.0;2154;Lambert-93;2024-10-26
0100057797_E6;E6;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;288.000;Nuit;Feux à éclats;GE;6.0-164;802927.4;6741481.0;2154;Lambert-93;2024-10-26
0100057797_E5;E5;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;281.000;Nuit;Feux à éclats;GE;6.0-164;802534.6;6741725.0;2154;Lambert-93;2024-10-26
0100057797_E3;E3;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;268.000;Nuit;Feux à éclats;GE;6.0-164;803835.44;6741864.0;2154;Lambert-93;2024-10-26
0100057797_E4;E4;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;271.000;Nuit;Feux à éclats;GE;6.0-164;804149.94;6741342.5;2154;Lambert-93;2024-10-26
0100057797_E7;E7;0100057797;21594;SAVOISY;21;27;6.00;249.00;167.00;164.00;287.000;Nuit;Feux à éclats;GE;6.0-164;803344.4;6741123.5;2154;Lambert-93;2024-10-26
0100057797_E1;E1;0100057797;21279;FONTAINES-LES-SECHES;21;27;6.00;249.00;167.00;164.00;280.000;Nuit;Feux à éclats;GE;6.0-164;802701.2;6742387.5;2154;Lambert-93;2024-10-26
0005704352_E5;0005704352_E5;0005704352;08465;VAUX-LES-RUBIGNY;08;44;2.20;372.44;110.00;110.00;207.440;Aucune;Feux à éclats;VESTAS;V110-2.2MW;784489.9;6955320.5;2154;Lambert-93;2024-10-29
0005704352_E6;0005704352_E6;0005704352;08465;VAUX-LES-RUBIGNY;08;44;2.20;368.66;110.00;110.00;203.660;Aucune;Feux à éclats;VESTAS;V110-2.2MW;784415.0;6954868.5;2154;Lambert-93;2024-10-29
0005704352_E1;0005704352_E1;0005704352;08366;ROCQUIGNY;08;44;2.20;387.00;110.00;110.00;222.000;Aucune;Feux à éclats;VESTAS;V110-2.2MW;786248.8;6956606.0;2154;Lambert-93;2024-10-29
0005704352_E3;0005704352_E3;0005704352;08366;ROCQUIGNY;08;44;2.20;396.87;110.00;110.00;231.870;Aucune;Feux à éclats;VESTAS;V100-2.2MW;786679.75;6956905.5;2154;Lambert-93;2024-10-29
0005704352_E2;0005704352_E2;0005704352;08366;ROCQUIGNY;08;44;2.20;387.33;110.00;110.00;222.330;Aucune;Feux à éclats;VESTAS;V110-2.2MW;786319.4;6957131.0;2154;Lambert-93;2024-10-29
0005704352_E4;0005704352_E4;0005704352;08465;VAUX-LES-RUBIGNY;08;44;2.20;366.19;110.00;110.00;201.190;Aucune;Feux à éclats;VESTAS;V110-2.2MW;784162.56;6955411.5;2154;Lambert-93;2024-10-29
0100055741_E1;EC01;0100055741;80504;MALPART;80;32;4.50;180.00;109.00;150.00;113.000;Jour et Nuit;Feux à éclats;VESTAS;V150 - 4.5MW;663051.0;6954301.0;2154;Lambert-93;2024-10-30
0100055741_E3;EC03;0100055741;80504;MALPART;80;32;4.50;180.00;109.00;150.00;108.000;Jour et Nuit;Feux à éclats;VESTAS;V150 - 4.5MW;663941.0;6954186.0;2154;Lambert-93;2024-10-30
0100004618_E2;E12-S2304209;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;76.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627226.0;6982562.0;2154;Lambert-93;2024-10-23
0100004618_E2;E12-S2304209;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;76.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627226.0;6982562.0;2154;Lambert-93;2024-10-23
0100004618_E3;E13-S2304210;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;75.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627564.0;6982699.0;2154;Lambert-93;2024-10-23
0100004618_E3;E13-S2304210;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;75.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627564.0;6982699.0;2154;Lambert-93;2024-10-23
0100004618_E4;E14-S2304211;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;77.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627875.0;6982850.0;2154;Lambert-93;2024-10-23
0100004618_E4;E14-S2304211;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;77.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627875.0;6982850.0;2154;Lambert-93;2024-10-23
0100004618_E5;E15-S2304207;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;77.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627096.0;6981963.0;2154;Lambert-93;2024-10-23
0100004618_E5;E15-S2304207;0100004618;80655;QUESNOY SUR AIRAINES;80;32;2.30;150.00;100.00;101.00;77.000;Jour et Nuit;Feux à éclats;SGRE;SWT2.3-101;627096.0;6981963.0;2154;Lambert-93;2024-10-23
0010011878_E2;81601_E2;0010011878;18167;NOHANT EN GRACAY;18;24;2.50;150.00;100.00;100.00;133.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;618686.5;6669593.5;2154;Lambert-93;2024-10-23
0010011878_E1;81600_E1;0010011878;18167;NOHANT EN GRACAY;18;24;2.50;150.00;100.00;100.00;129.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;618631.75;6669660.0;2154;Lambert-93;2024-10-23
0010011878_E3;81602_E3;0010011878;18167;NOHANT EN GRACAY;18;24;2.50;150.00;100.00;100.00;127.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;618756.5;6669460.0;2154;Lambert-93;2024-10-23
0010011878_E4;81603_E4;0010011878;18167;NOHANT EN GRACAY;18;24;2.50;150.00;100.00;100.00;129.000;Jour et Nuit;Feux à éclats;NORDEX;N100/2500;618810.25;6669309.0;2154;Lambert-93;2024-10-23
0003900259_E1;E01;0003900259;76700;TOTES;76;28;2.20;150.00;95.00;110.00;152.500;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;558522.2;6956980.0;2154;Lambert-93;2024-10-23
0003900259_E2;E02;0003900259;76700;TOTES;76;28;2.20;150.00;95.00;110.00;151.500;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;558550.25;6956682.5;2154;Lambert-93;2024-10-23
0003900259_E3;E03;0003900259;76153;CALLEVILLE-LES-DEUX-EGLISES;76;28;2.20;150.00;95.00;110.00;158.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;558348.2;6956332.5;2154;Lambert-93;2024-10-23
0003900259_E4;E04;0003900259;76153;CALLEVILLE-LES-DEUX-EGLISES;76;28;2.20;150.00;95.00;110.00;158.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.2MW;558084.25;6956125.0;2154;Lambert-93;2024-10-23
0003802108_E2;E02;0003802108;62515;LIGNY-THILLOY;62;32;3.60;150.00;89.00;126.00;109.000;Jour et Nuit;Feux à éclats;VESTAS;V126-3.6MW;687859.0;6996821.0;2154;Lambert-93;2024-10-23
0003202366_E2;E2;0003202366;03038;BRANSAT;03;84;5.60;200.00;127.00;150.00;370.000;Jour et Nuit;Feux à éclats;VESTAS;V150/5600;716152.0;6582700.0;2154;Lambert-93;2024-10-23
0003202366_E3;E3;0003202366;03038;BRANSAT;03;84;5.60;200.00;127.00;150.00;377.290;Jour et Nuit;Feux à éclats;VESTAS;V150/5600;714824.7;6580267.5;2154;Lambert-93;2024-10-23
0003202366_E4;E4;0003202366;03038;BRANSAT;03;84;5.60;200.00;127.00;150.00;367.000;Jour et Nuit;Feux à éclats;VESTAS;V150/5600;715381.3;6580075.5;2154;Lambert-93;2024-10-23
0003202366_E1;E1;0003202366;03038;BRANSAT;03;84;5.60;200.00;127.00;150.00;382.370;Jour et Nuit;Feux à éclats;VESTAS;V150/5600;715653.06;6582921.5;2154;Lambert-93;2024-10-23
0100055741_E2;EC02;0100055741;80504;MALPART;80;32;4.50;180.00;109.00;150.00;111.000;Jour et Nuit;Feux à éclats;VESTAS;V150 - 4.5MW;663496.0;6954271.0;2154;Lambert-93;2024-10-30
0100055741_E4;EC04;0100055741;80504;MALPART;80;32;4.50;180.00;109.00;150.00;107.000;Jour et Nuit;Feux à éclats;VESTAS;V150 - 4.5MW;664462.0;6954096.0;2154;Lambert-93;2024-10-30
0100055741_E5;EC05;0100055741;80511;MARESTMONTIERS;80;32;4.50;180.00;109.00;150.00;106.000;Jour et Nuit;Feux à éclats;VESTAS;V150 - 4.5MW;664918.0;6953951.0;2154;Lambert-93;2024-10-30
0006112605_E5;E11 - CDC3 Repowering;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;78.00;82.00;1458.500;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;778456.1;6397516.5;2154;Lambert-93;2024-11-21
0006112605_E1;E07 - CDC1 Repowering;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;78.00;82.00;1474.000;Aucune;Feux à éclats;ENERCON;E-82 E4;779421.8;6396873.0;2154;Lambert-93;2024-11-21
0006112605_E2;E08 - CDC1 Repowering;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;78.00;82.00;1470.800;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;779193.25;6396954.5;2154;Lambert-93;2024-11-21
0006112605_E6;E12 - CDC3 Repowering;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;78.00;82.00;1458.500;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;778197.25;6397616.5;2154;Lambert-93;2024-11-21
0006112605_E3;E09 - CDC1 Repowering ;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;119.00;82.00;1473.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;778899.5;6397243.0;2154;Lambert-93;2024-11-21
0006112605_E4;E10 - CDC3 Repowering ;0006112605;07232;ST ETIENNE DE LUGDARES;07;84;3.00;119.00;78.00;82.00;1476.000;Jour et Nuit;Feux à éclats;ENERCON;E-82 E4;778691.44;6397398.0;2154;Lambert-93;2024-11-21
0100055493_E3;E03;0100055493;85020;BENET;85;52;4.50;200.00;127.00;150.00;41.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.5MW;422879.0;6594020.0;2154;Lambert-93;2024-10-29
0100055493_E4;E04;0100055493;85020;BENET;85;52;4.50;200.00;127.00;150.00;38.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.5MW;423289.0;6594248.0;2154;Lambert-93;2024-10-29
0100055493_E1;E01;0100055493;85020;BENET;85;52;4.50;200.00;127.00;150.00;35.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.5MW;422361.0;6594755.0;2154;Lambert-93;2024-10-29
0100055493_E2;E02;0100055493;85020;BENET;85;52;4.50;200.00;127.00;150.00;41.000;Jour et Nuit;Feux à éclats;VESTAS;V150-4.5MW;422555.0;6594334.0;2154;Lambert-93;2024-10-29
0005107263_E4;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;130.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735982.06;6977269.5;2154;Lambert-93;2024-10-23
0005107263_E2;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;130.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735870.7;6978448.5;2154;Lambert-93;2024-10-23
0005107263_E5;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;121.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735543.6;6977287.5;2154;Lambert-93;2024-10-23
0005107263_E7;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;106.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;734638.44;6977265.0;2154;Lambert-93;2024-10-23
0005107263_E8;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;110.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735937.3;6976399.0;2154;Lambert-93;2024-10-23
0005107263_E9;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;113.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735336.8;6976081.0;2154;Lambert-93;2024-10-23
0005107263_E3;;0005107263;02376;HAUTEVILLE;02;32;3.00;149.50;91.00;117.00;132.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;736767.6;6977322.5;2154;Lambert-93;2024-10-23
0005107263_E1;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;126.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;736301.0;6978418.5;2154;Lambert-93;2024-10-23
0005107263_E6;;0005107263;02070;BERNOT;02;32;3.00;149.50;91.00;117.00;120.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;735102.06;6977295.0;2154;Lambert-93;2024-10-23
0006306501_E1;E1-224055;0006306501;85162;RIVES-D'AUTISE;85;52;2.00;150.00;100.00;100.00;195.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;418009.22;6600713.0;2154;Lambert-93;2024-10-23
0006306501_E2;E2-224056;0006306501;85162;RIVES-D'AUTISE;85;52;2.00;150.00;100.00;100.00;188.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;418169.06;6600340.0;2154;Lambert-93;2024-10-23
0006306501_E3;E3-224057;0006306501;85162;RIVES-D'AUTISE;85;52;2.00;150.00;100.00;100.00;190.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;418558.97;6600112.0;2154;Lambert-93;2024-10-23
0100051514_E1;E1;0100051514;57048;BANNAY;57;44;3.60;150.00;91.00;117.00;271.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;952457.7;6896567.5;2154;Lambert-93;2024-11-01
0100051514_E2;E2;0100051514;57048;BANNAY;57;44;3.60;150.00;91.00;117.00;305.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;952415.4;6896196.0;2154;Lambert-93;2024-11-01
0100051514_E3;E3;0100051514;57048;BANNAY;57;44;3.60;150.00;91.00;117.00;321.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;952371.06;6895830.0;2154;Lambert-93;2024-11-01
0100051514_E4;E4;0100051514;57085;BIONVILLE SUR NIED;57;44;3.60;150.00;91.00;117.00;311.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;952332.3;6895439.5;2154;Lambert-93;2024-11-01
0006306501_E4;E4-224058;0006306501;85162;RIVES-D'AUTISE;85;52;2.00;150.00;100.00;100.00;198.000;Jour et Nuit;Feux à éclats;VESTAS;V110-2.0MW;418899.06;6599910.5;2154;Lambert-93;2024-10-23
0006306501_E8;E9-224062;0006306501;85162;RIVES-D'AUTISE;85;52;2.00;150.00;100.00;100.00;198.000;Jour et Nuit;Feux à éclats;VESTAS;V100-2.0MW;419380.03;6600209.5;2154;Lambert-93;2024-10-23
0006310655_E1;;0006310655;44214;VAY;44;52;3.00;180.00;124.00;117.00;83.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000 Controlled;347796.0;6727261.0;2154;Lambert-93;2024-11-06
0005107442_E4;;0005107442;80203;COLINCAMPS;80;32;2.35;125.00;84.00;82.00;148.000;Jour et Nuit;Feux à éclats;ENERCON;E-82;673321.0;7000634.0;2154;Lambert-93;2024-10-23
0006310655_E2;;0006310655;44214;VAY;44;52;3.00;180.00;124.00;117.00;83.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000 Controlled;348188.0;6727127.0;2154;Lambert-93;2024-11-06
0006310655_E3;;0006310655;44214;VAY;44;52;3.00;180.00;124.00;117.00;83.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000 Controlled;348475.0;6726913.0;2154;Lambert-93;2024-11-06
0006112691_E1;;0006112691;26176;MARSANNE;26;84;2.00;108.00;68.00;80.00;559.750;Jour et Nuit;Feux à éclats;VESTAS;V80-2.0MW;848111.0;6398519.0;2154;Lambert-93;2024-10-23
0006112691_E2;;0006112691;26176;MARSANNE;26;84;2.00;108.00;68.00;80.00;557.600;Jour et Nuit;Feux à éclats;VESTAS;V80-2.0MW;848226.0;6398697.0;2154;Lambert-93;2024-10-23
0006310655_E4;;0006310655;44214;VAY;44;52;3.00;180.00;124.00;117.00;82.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000 Controlled;348617.0;6726585.0;2154;Lambert-93;2024-11-06
0005517858_E1;;0005517858;29177;PLOUARZEL;29;53;0.85;70.00;44.00;52.00;74.000;Jour et Nuit;Feux à éclats;SGRE;G52-850kW;127770.0;6842117.0;2154;Lambert-93;2024-10-23
0100057891_E1;ET_E1;0100057891;80416;HANGEST SUR SOMME;80;32;3.60;150.00;95.50;117.00;105.810;Jour et Nuit;Feux à éclats;VESTAS;V117-3.6MW;629959.0;6987643.0;2154;Lambert-93;2024-11-07
0100057891_E2;ET_E2;0100057891;80416;HANGEST SUR SOMME;80;32;3.60;150.00;95.50;117.00;89.800;Jour et Nuit;Feux à éclats;VESTAS;V117-3.6MW;630618.0;6988080.0;2154;Lambert-93;2024-11-07
0100057891_E3;ET_E3;0100057891;80416;HANGEST SUR SOMME;80;32;3.45;125.00;77.00;105.00;91.480;Jour et Nuit;Feux à éclats;VESTAS;V105-3.45MW;630824.0;6987703.0;2154;Lambert-93;2024-11-07
0100057891_E4;ET_E4;0100057891;80416;HANGEST SUR SOMME;80;32;4.50;180.00;109.00;150.00;90.330;Jour et Nuit;Feux à éclats;VESTAS;V150-4,5MW;629907.0;6985546.0;2154;Lambert-93;2024-11-07
0100057891_E5;ET_E5;0100057891;80738;SOUES;80;32;4.50;180.00;109.00;150.00;80.740;Jour et Nuit;Feux à éclats;VESTAS;V150-4,5MW;630679.0;6985429.0;2154;Lambert-93;2024-11-07
0100000697_E1;E1;0100000697;51556;SOUDRON;51;44;5.70;180.00;105.00;149.00;123.000;Jour et Nuit;Feux à éclats;NORDEX;N149/5.X;788217.0;6864625.0;2154;Lambert-93;2024-11-08
0100000697_E2;E2;0100000697;51556;SOUDRON;51;44;5.70;180.00;105.00;149.00;127.000;Jour et Nuit;Feux à éclats;NORDEX;N149/5.X;788502.0;6864307.0;2154;Lambert-93;2024-11-08
0100000697_E3;E3;0100000697;51556;SOUDRON;51;44;5.70;180.00;105.00;149.00;133.000;Jour et Nuit;Feux à éclats;NORDEX;N149/5.X;788782.0;6863993.0;2154;Lambert-93;2024-11-08
0006310454_E6;E6;0006310454;85206;SAINT-CYR-EN-TALMONDAIS;85;52;1.00;76.50;48.77;61.00;21.500;Jour et Nuit;Feux à éclats;EWT;DW61;366499.62;6605723.0;2154;Lambert-93;2024-11-09
0006310454_E10;E10;0006310454;85206;SAINT-CYR-EN-TALMONDAIS;85;52;1.00;76.50;48.77;61.00;28.600;Jour et Nuit;Feux à éclats;EWT;DW61;365679.0;6605103.5;2154;Lambert-93;2024-11-09
0006310454_E1;E1;0006310454;85277;SAINT-VINCENT-SUR-GRAON;85;52;1.00;76.50;48.77;61.00;25.000;Jour et Nuit;Feux à éclats;EWT;DW61;366661.22;6606946.0;2154;Lambert-93;2024-11-09
0006310454_E2;E2;0006310454;85206;SAINT-CYR-EN-TALMONDAIS;85;52;1.00;76.50;48.77;61.00;32.500;Jour et Nuit;Feux à éclats;EWT;DW61;367097.34;6606404.0;2154;Lambert-93;2024-11-09
0006310454_E3;E3;0006310454;85206;SAINT-CYR-EN-TALMONDAIS;85;52;1.00;76.50;48.77;61.00;22.500;Jour et Nuit;Feux à éclats;EWT;DW61;366426.78;6606438.5;2154;Lambert-93;2024-11-09
0006310454_E7;E7;0006310454;85206;SAINT-CYR-EN-TALMONDAIS;85;52;1.00;76.50;48.77;61.00;29.000;Jour et Nuit;Feux à éclats;EWT;DW61;365699.34;6605831.5;2154;Lambert-93;2024-11-09
0005107719_E2;;0005107719;80005;AGENVILLE;80;32;3.00;135.00;90.00;90.00;133.000;Jour et Nuit;Feux à éclats;VESTAS;V90-3.0MW;636597.3;7009564.0;2154;Lambert-93;2024-10-23
0005107719_E1;;0005107719;80005;AGENVILLE;80;32;3.00;135.00;90.00;90.00;133.000;Jour et Nuit;Feux à éclats;VESTAS;V90-3.0MW;636121.06;7009785.0;2154;Lambert-93;2024-10-23
0006306663_E2;E2-210516;0006306663;72348;TASSILLE;72;52;2.00;123.00;78.00;90.00;204.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;469219.1;6769106.5;2154;Lambert-93;2024-10-23
0006306663_E3;E3-210517;0006306663;72348;TASSILLE;72;52;2.00;123.00;78.00;90.00;207.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;469428.88;6768903.0;2154;Lambert-93;2024-10-23
0006306663_E4;E4-210518;0006306663;72348;TASSILLE;72;52;2.00;123.00;78.00;90.00;208.000;Jour et Nuit;Feux à éclats;VESTAS;V90-2.0MW;469642.6;6768659.0;2154;Lambert-93;2024-10-23
0100051517_E1;E1;0100051517;57048;BANNAY;57;44;3.60;150.00;91.00;117.00;298.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;953934.3;6897966.0;2154;Lambert-93;2024-11-01
0100051517_E2;E2;0100051517;57048;BANNAY;57;44;3.60;150.00;91.00;117.00;286.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;953933.94;6897573.5;2154;Lambert-93;2024-11-01
0100051517_E3;E3;0100051517;57085;BIONVILLE SUR NIED;57;44;3.60;150.00;91.00;117.00;300.000;Jour et Nuit;Feux à éclats;NORDEX;N117/3000;953953.56;6897178.5;2154;Lambert-93;2024-11-01
